song_id,song_name,artists,genres
16966968,RATCHETS,Lil Peep; Lil Tracy; Diplo,"bmore,edm,moombahton,ninja,pop,emo rap,lgbtq+ hip hop,dark trap,emo rap,melodic rap,underground hip hop,vapor trap"
9652749,Modlitba Pro Martu,Marta Kubišová,"classic czech pop,czech folk,czech rock"
17073836,Klub Rváčů,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
16154074,Málem,Wesome,""
17052859,Povedz dosť,Pil C; Ektor,"czsk hip hop,czsk hip hop"
17052856,Bla bla,Pil C; Smack,"czsk hip hop,czsk hip hop"
17052854,Peroxid 3,Pil C,czsk hip hop
17052851,Kým nebude svit,Pil C; SAK10DENZ,czsk hip hop
17052862,Remington 11,Pil C,czsk hip hop
17052857,"Všetko, čo ma trápi",Pil C; Annet X,"czsk hip hop,czech pop"
17052855,Až na vrchol sveta,Pil C; Dollar Prync; Luisa,czsk hip hop
17052849,Modriny,Pil C,czsk hip hop
17052858,Chlapci flexia,Pil C; Frayer Flexking,czsk hip hop
17052850,Dizzy,Pil C; Marko Damian,"czsk hip hop,czsk hip hop"
17052852,RBMK,Pil C; Viktor Sheen,"czsk hip hop,czech hip hop,czsk hip hop"
17052861,Jon Snow,Pil C,czsk hip hop
17052853,Chlad,Pil C,czsk hip hop
17052860,Tony Stark,Pil C,czsk hip hop
17098289,Necejtim Nic,Yzomandias,"czech hip hop,czsk hip hop"
17158032,Raz Dva Tři 4 Trap,Barber,""
17158033,Gang,Barber; Fobia Kid,czsk hip hop
17158034,"Prej, že nevím",Barber,""
17206355,Na Prach Spálit,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206356,Říkám To Naposled,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206357,7,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206358,Generace Velkejch Snů,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206359,Víkend,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206360,Wolfpack pt. 2,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206361,Klub Rváčů,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206362,Promiň,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206363,Ďáblův Advokát,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206364,First Blood,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206365,Last Blood,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17206366,Nejsi Sám,Marpo; Troublegang,"czech hip hop,czsk hip hop,czech hip hop,czsk hip hop"
17238744,O trochu líp,Renne Dang; Rest,czsk hip hop
17238745,1995,Renne Dang,czsk hip hop
17238747,Čas na změnu,Renne Dang,czsk hip hop
17238748,Cesty,Renne Dang; Paulie Garand,"czech hip hop,czsk hip hop,czsk hip hop"
17238749,Neboj se,Renne Dang,czsk hip hop
17238750,Řetězy,Renne Dang,czsk hip hop
17238751,Smích a pláč,Renne Dang; Momo,"czsk hip hop,czsk hip hop"
17238752,Kudy jít,Renne Dang; Ben Cristovao,"czsk hip hop,czech pop,czsk hip hop,slovak pop"
17238753,Ramena,Renne Dang,czsk hip hop
17238754,Bída,Renne Dang,czsk hip hop
17238755,NASA,Renne Dang; Blakkwood,"czsk hip hop,czsk hip hop"
17238756,Táta,Renne Dang,czsk hip hop
17238757,Najednou,Renne Dang,czsk hip hop
17241615,Další cíl,Renne Dang,czsk hip hop
17239869,OFF,Renne Dang; Radikal Chef,"czsk hip hop,czsk hip hop"
17239870,Extra,Renne Dang,czsk hip hop
17239872,Špatný dny,Renne Dang,czsk hip hop
17239873,Kytky z pumpy,Renne Dang,czsk hip hop
17255071,Dělám stojky,Berenika Kohoutová,""
17234823,Colorado,Mikolas Josef,"czech pop,eurovision"
7445810,Vanoce Na Miru,Ewa Farna,"czech pop,polish pop"
10107123,Půlnoční,Václav Neckář,"classic czech pop,czech folk,czech pop,czech rock"
4452413,Vanocni (feat. Teri Blitzen),Johny Machette; Teri Blitzen,"czech hip hop,czsk hip hop"
17265624,Tisíc slov,Earth,czsk hip hop
10172656,Ryba Rybě,Janek Ledecky,"classic czech pop,czech folk,czech pop,czech rock,slovak pop"
17240680,LALALA,Grey; Psycho Rhyme,czsk hip hop
17246470,Hvězdáři,Kryštof; Sima Martausová,"czech folk,czech pop,czech rock,slovak pop"
15759091,Cizinka (feat. Adam Mišík),Sebastian; Adam Mišík,"czech pop,czech hip hop,czech pop"
17269259,Ty se díváš,Adam Mišík; Sofian Medjmedj; Barber,"czech hip hop,czech pop"
17272145,"PEVNĚ NA ZEMI (feat. Strapo, Rest & Erycan)",DJ Wich; Erycan; Rest; Strapo,"czsk hip hop,slovak hip hop,czsk hip hop,slovak hip hop,czsk hip hop,czsk reggae"
17272146,PROPLOUVÁM (feat. Martin Svátek),DJ Wich; Paulie Garand; Martin Svatek,"czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop"
17272147,PO SVOJEJ CESTE (feat. Martin Matys & Boy Wonder),DJ Wich; Boy Wonder; Martin Matys,"czsk hip hop,slovak hip hop,czsk hip hop"
17272148,"SHKRT (feat. Ektor, Ego & Orion)",DJ Wich; Ego; Ektor; Orion,"czsk hip hop,slovak hip hop,czsk hip hop,czsk hip hop,czsk hip hop"
17272149,"TĚLO, DUŠE, HLAS (feat. Rest)",DJ Wich; Rest,"czsk hip hop,slovak hip hop,czsk hip hop,czsk reggae"
17272150,RYBA VO VODE (feat. Rytmus & Elpe),DJ Wich; Elpe; Rytmus,"czsk hip hop,slovak hip hop,czsk hip hop,slovak hip hop,slovak pop"
17272152,"STARÝ PSI, CO ŠTĚKAJ, TAK KOUŠOU (feat. MC Gey)",DJ Wich; MC Gey,"czsk hip hop,slovak hip hop,czsk hip hop"
17272153,CIZÍ (feat. Renne Dang & Ronie),DJ Wich; Renne Dang; Ronie,"czsk hip hop,slovak hip hop,czsk hip hop"
17272154,BALOTELLI (feat. Maniak),DJ Wich; Maniak,"czsk hip hop,slovak hip hop,czsk hip hop"
17272155,MAYDAY (feat. Bobby Blaze),DJ Wich; Bobby Blaze,"czsk hip hop,slovak hip hop"
17272156,PRSTY V PUSE (feat. Dorian),DJ Wich; Dorian,"czsk hip hop,slovak hip hop"
17272157,"STEAK (feat. 7krát3, Elpe & Zverina)",DJ Wich; 7krat3; Elpe; Zverina,"czsk hip hop,slovak hip hop,czsk hip hop,slovak hip hop"
17272158,YAK RYBA (feat. Čis T),DJ Wich; Čis T,"czsk hip hop,slovak hip hop,czsk hip hop,czsk reggae"
17283867,Necejtim Nic,Yzomandias,"czech hip hop,czsk hip hop"
17283866,Drip,Yzomandias; Wayne Santana; Nik Tendo; Tony Effe,"czech hip hop,czsk hip hop,czsk hip hop"
17283873,Mama,Yzomandias; Ektor,"czech hip hop,czsk hip hop,czsk hip hop"
17283883,Černej Benz,Yzomandias,"czech hip hop,czsk hip hop"
17283884,"Nezaprodat Se, Vydělat Cash",Yzomandias,"czech hip hop,czsk hip hop"
17283886,Kamkoliv Kam Přijdem,Yzomandias; DMS,"czech hip hop,czsk hip hop"
17283885,V Kouři,Yzomandias; Hasan; Karlo,"czsk hip hop,czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop"
17283891,Tvrdo,Yzomandias; Karlo,"czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop"
17283889,Odpočívej v Pokoji,Yzomandias; Viktor Sheen; Karlo,"czech hip hop,czsk hip hop,czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop"
17283890,Luskni,Yzomandias; Nik Tendo; Karlo,"czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop,czsk hip hop"
17283893,Hadi a Vlci,Yzomandias; Dimzy,"uk drill,uk hip hop,czech hip hop,czsk hip hop"
17283892,Nejvyšší Patro v Hotelu,Yzomandias; Nik Tendo; Eight O,"czech hip hop,czsk hip hop,czsk hip hop"
17283895,Kde Je Plug?,Yzomandias; AstralKid22,"czech hip hop,czsk hip hop"
17283894,Ještě Jeden Drink,Yzomandias,"czech hip hop,czsk hip hop"
17283896,Půlnoc,Yzomandias; Żabson; Karlo,"polish hip hop,polish trap,czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop"
10086858,Sliby se maj plnit o Vánocích,Janek Ledecky,"classic czech pop,czech folk,czech pop,czech rock,slovak pop"
17413488,Neviditelnej,Kontrafakt; Viktor Sheen; Calin,"czech hip hop,czsk hip hop,czsk hip hop,czsk hip hop,slovak hip hop,slovak pop"
17411803,J Lo,Kontrafakt; Mirez; Dalyb; Zayo; Dokkeytino,"czsk hip hop,slovak hip hop,slovak pop,czsk hip hop,czsk hip hop"
17364369,Čo Ja Viem,Kontrafakt; Gleb; Attila Végh,"czsk hip hop,slovak hip hop,slovak pop,czsk hip hop"
17365483,Mesiac,Kontrafakt,"czsk hip hop,slovak hip hop,slovak pop"
17413489,Pocity,Kontrafakt; Sima,"czsk hip hop,slovak hip hop,slovak pop,czsk hip hop"
17413490,Playbackaris,Kontrafakt,"czsk hip hop,slovak hip hop,slovak pop"
17413491,Make Money Go Shoppin,Kontrafakt,"czsk hip hop,slovak hip hop,slovak pop"
17413492,Ideme Dnu,Kontrafakt,"czsk hip hop,slovak hip hop,slovak pop"
17413493,Real Newz,Kontrafakt,"czsk hip hop,slovak hip hop,slovak pop"
17413494,Si Sa Namotal,Kontrafakt,"czsk hip hop,slovak hip hop,slovak pop"
17413495,Instagram,Kontrafakt,"czsk hip hop,slovak hip hop,slovak pop"
17413496,V Korunách Stromov,Kontrafakt; Samey,"czsk hip hop,slovak hip hop,slovak pop,czsk hip hop"
17413497,G.O.a.T.,Kontrafakt; Medial Banana,"czsk hip hop,czsk reggae,czsk hip hop,slovak hip hop,slovak pop"
17364613,Tobě,Rest,"czsk hip hop,czsk reggae"
17413498,PROUD,Adam Mišík; Dorian,"czech hip hop,czech pop"
10175560,Jsou Svátky,Karel Gott,czech pop
17587538,Potmesily host,Petr Hapka; Michal Horacek; Hana Hegerova,"classic czech pop,czech folk,czech rock,classic czech pop,czech folk,czech rock,slovak pop"
17647030,4eva,Dalyb; Saul,"czsk hip hop,czsk hip hop"
17647031,hello kitty,Dalyb; Dara Rolins,"slovak pop,czsk hip hop"
17647033,bagstage,Dalyb; Gleb,"czsk hip hop,czsk hip hop"
17647037,HUF,Dalyb,czsk hip hop
17647040,DRAP,Dalyb; Porsche Boy,"czsk hip hop,czsk hip hop"
17647044,fantázia,Dalyb; Samey; Zayo; Ego,"czsk hip hop,czsk hip hop,czsk hip hop,czsk hip hop"
17647046,TAG,Dalyb,czsk hip hop
17647048,nikoho,Dalyb,czsk hip hop
17647055,blok123,Dalyb,czsk hip hop
17725691,Srdce nehasnou,Karel Gott; Charlotte Ella Gottová,czech pop
17654691,why are you here,Machine Gun Kelly,"pop rap,rap"
17753974,Stedry vecer nastal,XINDL X,"czech folk,czech pop,czech rock"
7573506,Tri Orisky,Iveta Bartošová,"classic czech pop,slovak pop"
6887456,Vánoční,Jelen,czech pop
7462121,Nikde zadnej snih,Pokáč,czech pop
10175562,Na nebi svítí,Dan Barta; Ozon,"czech folk,czech rock"
4525228,Pujdem spolu do Betléma,Dětský sbor Camerata,""
8258946,Snehulak,Michal Hruza,"czech folk,czech pop,czech rock,slovak pop"
10200556,Milióóóny Přání,Chinaski; Katarina Knechtova,"slovak pop,czech pop,czech rock"
11411904,Vánoční Čas,Nightwork,"czech folk,czech rock,slovak pop"
4518954,Purpura,Jiří Suchý,"classic czech pop,czech folk"
17364632,Stačí věřit,Marek Ztraceny,"czech pop,czech rock"
7076632,Anděl,Mirai,czech pop
4525229,Nesem Vám noviny,Dětský sbor Camerata,""
10172657,Bílé Vánoce,Karel Gott,czech pop
4525235,Jak jsi krásné neviňátko,Dětský sbor Camerata,""
10179023,"Zima, Zima",Hana Zagorová; Orchestr Václava Hybše,"classic czech pop,czech pop,czech rock,slovak pop"
13624477,Svatý Čas,David Deyl,"czech pop,slovak pop"
7573409,Pásli Ovce Valaši,Bambini Di Praga; kapela Hradišťan; Jirí Pavlica,"classic czech pop,detske pisnicky,czech folk"
4525234,Narodil se Kristus Pán,Dětský sbor Camerata,""
12194998,Snad Se Něco Stane,Marek Ztraceny,"czech pop,czech rock"
4549317,Štědrej večer nastal,Dětský sbor Camerata,""
7573509,Vianocna,Miro Žbirka,slovak pop
16154086,O Vánocích,NIKOL D.,""
4549319,Veselé vánoční hody,Dětský sbor Camerata,""
7674010,Vánoce bílý,Lucie Vondrackova; Petr Kolář,"classic czech pop,classic czech pop,czech pop"
7411393,Snowman,Sia,"australian dance,australian pop,dance pop,pop"
7573415,Nesem Vám Noviny,Bambini Di Praga,"classic czech pop,detske pisnicky"
4525232,Dej bůh štěstí,Dětský sbor Camerata,""
7573417,Půjdem Spolu Do Betléma,Bambini Di Praga,"classic czech pop,detske pisnicky"
4549324,Tichá noc,Dětský sbor Camerata,""
7573414,Pojďte Chlapci K Nám,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573418,Dej Bůh Štěstí,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573419,Veselé Vánoční Hody,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573420,Pastuškové Vstávejte,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573423,Na Nebi Andělé,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573410,"Chtíc, aby spal",Dětský sbor Camerata,""
4549332,Pojďte chlapci k nám,Dětský sbor Camerata,""
7559652,Přišli Jsme K Vám,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573411,"Štěstí, zdraví, pokoj svatý",Dětský sbor Camerata,""
7573427,"Hoši, Honem Vzhůru",Bambini Di Praga,"classic czech pop,detske pisnicky"
7573429,Chtíc Aby Spal,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573431,"Hola, Hola",Bambini Di Praga,"classic czech pop,detske pisnicky"
7573437,Slyšeli Jsme V Betlémě,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573428,Zelená Se Louka,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573435,"Sem Pojďte, Poběhněte",Bambini Di Praga,"classic czech pop,detske pisnicky"
10176969,Tichá Noc,Karel Gott,czech pop
7573413,Vánoční ukolébavka,Dětský sbor Camerata,""
7573438,Bratři A Sestřičky,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573441,"Aj, Dnes V Betlémě",Bambini Di Praga,"classic czech pop,detske pisnicky"
7573422,Narodil Se Kristus Pán,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783260,"Hajej, Nynej, Ježíšku",Bambini Di Praga,"classic czech pop,detske pisnicky"
17783261,"Pastýři, Nespěte",Bambini Di Praga,"classic czech pop,detske pisnicky"
17783262,"Veselte Se, Radujte Se",Bambini Di Praga,"classic czech pop,detske pisnicky"
17783263,Padla Rosa Studená,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783264,"Sem, Sem, Pastýři",Bambini Di Praga,"classic czech pop,detske pisnicky"
17783265,Na Nebesích Hvězdička,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783266,K Jesličkám Pastýři,Bambini Di Praga,"classic czech pop,detske pisnicky"
10176970,Dny Dárků A Přání - Dny Zázraků A Přání,Karel Gott,czech pop
10176971,Vanocni strom,Lucie Vondrackova,"classic czech pop,czech pop"
10176973,Nesem Vám Noviny,Karel Gott,czech pop
17783267,Zrovna jí to najelo (feat. Labello),CA$HANOVA BULHAR; Labello,czsk hip hop
10176974,Tvůj Stromek,Karel Gott,czech pop
10176975,Já Bych Rád K Betlému,Karel Gott,czech pop
10176976,Zítra Stromek Zazáří,Karel Gott; Ivana Snopová,czech pop
10176972,Vanocni prani,Lucie Vondrackova; Radim Schwab,"classic czech pop,czech pop"
4525230,Já bych rád k Betlému,Dětský sbor Camerata,""
4525233,Slyšeli jsme v Betlémě,Dětský sbor Camerata,""
4549318,Pásli ovce Valaši,Dětský sbor Camerata,""
97960,When Christmas Comes to Town,Matthew Hall; Meagan Moore,""
10176977,Merry Christmas Feast - What Does It Mean? - We Bring You Glad Tiding,Traditional; Eva Urbanova; Jaroslav Tůma,"sleep,classical soprano"
17773897,Štědrej Večer Nastal,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783270,Neni to moje vina,CA$HANOVA BULHAR,czsk hip hop
602620,K Ježíškovi do Betléma,Dětský sbor Camerata,""
17783271,Party u mě doma (feat. Sámer Issa),CA$HANOVA BULHAR; Samer Issa,czsk hip hop
17783272,Every Day,CA$HANOVA BULHAR,czsk hip hop
419843,All I Want For Christmas Is You,Mariah Carey,"dance pop,pop,r&b,urban contemporary"
10176978,Kouzelna noc (The Little Road To Bethlehem),Karel Zich,"classic czech pop,czech folk"
17783273,Sem sober,CA$HANOVA BULHAR,czsk hip hop
4549299,"Aj, dnes v Betlémě",Dětský sbor Camerata,""
17783275,"Groupies Have Feelings, Too",CA$HANOVA BULHAR,czsk hip hop
17783276,Pochválen Buď Ježíš Kristus,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783278,Vzhůru Bratři Milí,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783280,Narodil Se Kristus V Betlémě,Bambini Di Praga,"classic czech pop,detske pisnicky"
602619,Radostně budem zpívat,Dětský sbor Camerata,""
17783282,"Veselte Se, Radujte Se",Bambini Di Praga,"classic czech pop,detske pisnicky"
17783284,Hrají Dudy V Jesličkách,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783286,Co Se Tak Svítí V Betlémě,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573408,"Čas radosti, veselosti",Dětský sbor Camerata,""
17783288,Jak Jsi Krasné Jezulatko,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783290,Veselé Vánoční Hody,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783292,Hopsa Pacholátka,Bambini Di Praga,"classic czech pop,detske pisnicky"
13389520,Jenom Klid,Lucie Bílá,"classic czech pop,czech folk,czech pop,czech rock,slovak pop"
17239836,Padá Sníh,Monika Absolonova,classic czech pop
17239845,Padá Sníh,David Deyl,"czech pop,slovak pop"
17783294,Byla Cesta Ušlapaná,Bambini Di Praga,"classic czech pop,detske pisnicky"
13389561,Čas Vánoční - Radio Edit,Karel Gott; Lucie Vondrackova,"czech pop,classic czech pop,czech pop"
17783296,Bratři A Sestřičky,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783300,Vstávej Janku Z Lože,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783301,Den Preslavny,Bambini Di Praga,"classic czech pop,detske pisnicky"
17783303,U Betlema Dnes Maria,Bambini Di Praga,"classic czech pop,detske pisnicky"
7573412,Já malý přicházím,Dětský sbor Camerata,""
17239838,Vianočná jahoda - Radio Edit,Kristína,""
602616,"Štěstí, zdraví",Dětský sbor,""
7573425,"Slyšte, slyšte pastuškové",Dětský sbor Camerata,""
17239843,Štědrý Večer,Katarína Koščová,""
7573436,"Hle, hle, tamhle v Betlémě",Dětský sbor Camerata,""
7573424,"Veselte se, radujte se",Dětský sbor Camerata,""
7573426,Pospěšte sem pacholátka,Dětský sbor Camerata,""
7573430,Kyrie Eleiston,Dětský sbor Camerata,""
12892314,Voděvzdorné šibenice (feat. Kája Bulawová),Pokáč; Kája Bulawová,czech pop
7573432,"Sem, pastýři",Dětský sbor Camerata,""
4924047,Stastne a vesele - Original Verzia,Dominika Mirgova,"czsk hip hop,slovak pop"
7462053,Vzacnej den,Pavel Callta,czech pop
17789296,Vím jaký to je,Dorian; Psycho Rhyme,czsk hip hop
5889791,Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta; Akon,"dance pop,edm,pop,dance pop,pop,pop rap"
5749,Good Feeling,Flo Rida,"dance pop,edm,miami hip hop,pop,pop rap"
17929821,Díky,Rest,"czsk hip hop,czsk reggae"
17889896,Toss a Coin to Your Witcher,Samuel Kim; Black Gryph0n,"antiviral pop,otacore,pony"
17240115,Kruhy pod očima (feat. Protiva),Maniak; Protiva,"czech hip hop,czsk hip hop,czsk hip hop"
18002543,Tojo Tojo,Robin Zoot; Nik Tendo; Karlo,"czech hip hop,czsk hip hop,czsk hip hop,slovak hip hop,czsk hip hop"
18136377,Toss A Coin To Your Witcher,Sonya Belousova; Giona Ostinelli; Joey Batey,""
474294,Srouby a matice,Mandrage,"czech pop,czech rock,slovak pop"
9509792,Motýli,Mandrage,"czech pop,czech rock,slovak pop"
18171405,Dokud nás smrt nerozdělí (feat. Sofian Medjmedj),ATMO Music; Sofian Medjmedj,"czech hip hop,czech pop,czsk hip hop"
1220992,Ona Se Smála,Mandrage,"czech pop,czech rock,slovak pop"
17481247,Vidím to růžově,Mandrage,"czech pop,czech rock,slovak pop"
4912452,Travolta,Mandrage,"czech pop,czech rock,slovak pop"
474079,Tanci dokud muzes,Mandrage,"czech pop,czech rock,slovak pop"
9526709,Apolinář,Mandrage,"czech pop,czech rock,slovak pop"
18297298,Oh Yeah!,Green Day,"permanent wave,pop punk,punk,rock"
18297202,Father of All...,Green Day,"permanent wave,pop punk,punk,rock"
18279769,Bones (feat. OneRepublic),Galantis; OneRepublic,"neo mellow,piano rock,pop,pop rock,big room,dance pop,edm,electro house,pop,tropical house"
18387987,Maria - Acoustic,STEIN27,czsk hip hop
18427094,Og,Separ,"czsk hip hop,slovak hip hop"
18456838,Tak se nezlob,Marek Ztraceny,"czech pop,czech rock"
9389719,Naše Cesty,Marek Ztraceny,"czech pop,czech rock"
18522261,Nic víc (feat. Martin Císar),Paulie Garand; DJ Wich; Martin Císar,"czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop"
18534419,Tak se nezlob,Marek Ztraceny,"czech pop,czech rock"
18536544,Planeta jménem stres,Marek Ztraceny; Rytmus,"czsk hip hop,slovak hip hop,slovak pop,czech pop,czech rock"
18536545,Když tě život kope do zadku,Marek Ztraceny,"czech pop,czech rock"
18549218,Uka Kurvu,Patrik Love ICY L; Niki 2lauda; CA$HANOVA BULHAR; Ggunja; Illja,czsk hip hop
8545696,Swag Martin Fenin,CA$HANOVA BULHAR,czsk hip hop
12883918,Zatancuj si so mnou,Adam Ďurica,slovak pop
18596350,Embargo,SpecialBeatz; Yzomandias; Nik Tendo,"czsk hip hop,czech hip hop,czsk hip hop,czsk hip hop"
18633189,Viac,Nerieš; Separ,"czsk hip hop,slovak hip hop,czsk hip hop,slovak hip hop"
18693513,Biznis,Karlo; Nik Tendo; Yzomandias,"czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop,czsk hip hop"
18693543,Benzo,Karlo; Nik Tendo,"czsk hip hop,slovak hip hop,czsk hip hop"
18693474,Zvedni telefon,Karlo; Nik Tendo; Eight O,"czsk hip hop,slovak hip hop,czsk hip hop"
18693503,Noc je vášeň,Karlo; Nik Tendo,"czsk hip hop,slovak hip hop,czsk hip hop"
18693534,Aladin 2020,Karlo; Viktor Sheen,"czech hip hop,czsk hip hop,czsk hip hop,slovak hip hop"
18693627,Otčenáš,Karlo; Nik Tendo; Yzomandias,"czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop,czsk hip hop"
18693487,Klop Klop,Karlo,"czsk hip hop,slovak hip hop"
18693815,UM?,Karlo; Yzomandias,"czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop"
18693575,Oko,Karlo; Loko Loko,"czsk hip hop,slovak hip hop"
18693569,Chceme len zelené,Karlo; Fobia Kid,"czsk hip hop,czsk hip hop,slovak hip hop"
18693782,Nonstop,Karlo; Taomi; LUISA,"czsk hip hop,slovak hip hop,czsk hip hop"
18693489,Moneybag,Karlo; Nik Tendo; AstralKid22,"czsk hip hop,slovak hip hop,czsk hip hop"
18693712,Nevedeli kadiaľ ísť,Karlo; Separ,"czsk hip hop,slovak hip hop,czsk hip hop,slovak hip hop"
18693894,Gang,Karlo; Robin Zoot; Koky,"czech hip hop,czsk hip hop,czsk hip hop,slovak hip hop,czsk hip hop"
18693562,Nikdy nevieš,Karlo,"czsk hip hop,slovak hip hop"
18693458,"Dealer, ktorý rapoval",Karlo,"czsk hip hop,slovak hip hop"
18693451,Oheň,Karlo; Fvck_kvlt,"czsk hip hop,slovak hip hop"
18725743,No Limit,iLuvMuny; Sergei Barracuda,"czech hip hop,czsk hip hop"
18693519,Chingachgook,Karlo,"czsk hip hop,slovak hip hop"
18693599,Maják v noci,Karlo; Jickson,"czsk hip hop,czsk hip hop,slovak hip hop"
18693482,Pussykiller,Karlo,"czsk hip hop,slovak hip hop"
18693558,Toč sa,Karlo; Davs,"czsk hip hop,slovak hip hop"
18693477,Odtrhnutý z reťaze,Karlo,"czsk hip hop,slovak hip hop"
18681764,Psycho!,MASN,""
18773412,Elon Musk,Sensey,""
7940346,Malovani,DIVOKEJ BILL,"czech folk,czech pop,czech rock,slovak pop"
18799247,Dej si roušku,Mirai; Nikol Stibrova,czech pop
19089925,Prázdnej (feat. AMK & Toxic),Grey; AMK; TOXIC,""
19088993,Čistá,Grey,""
19131109,Nesmrtelný (feat. Dorian),Grey; Dorian,""
19132355,Mladej Hladovej,Grey,""
19134122,Ring,Grey,""
19134170,Praha II (feat. Psycho Rhyme),Grey; Psycho Rhyme,czsk hip hop
9588156,Next To Me,Imagine Dragons,"modern rock,rock"
19480811,Hranice,Ektor,czsk hip hop
18925577,Žár,Slza,"czech pop,slovak pop"
18826907,Better Days,OneRepublic,"neo mellow,piano rock,pop,pop rock"
474094,Cudzinka v tvojej zemi,XINDL X,"czech folk,czech pop,czech rock"
19571915,Jezebel,Sergei Barracuda,"czech hip hop,czsk hip hop"
19571930,Originál,Amco,czsk hip hop
19610762,Oblivion,Viktor Sheen; Nik Tendo,"czech hip hop,czsk hip hop,czsk hip hop"
19610286,SUB ZERO,Konex; Decky; Nik Tendo,"czsk hip hop,czsk hip hop,czsk hip hop"
19610280,RAF NEBO RICK,Konex; Decky; Yzomandias,"czsk hip hop,czech hip hop,czsk hip hop,czsk hip hop"
19610323,GRAPPABASS,Konex; Decky; Karlo; Nik Tendo,"czsk hip hop,czsk hip hop,slovak hip hop,czsk hip hop,czsk hip hop"
19610260,A.C.A.B.,Konex; Decky,"czsk hip hop,czsk hip hop"
19545927,Hned teď (pojď být světlometem),Kryštof,"czech folk,czech pop,czech rock"
19610339,KARANTENA PARTY (MIX),Konex; Decky,"czsk hip hop,czsk hip hop"
19610258,ZKURVENÝ RYBY,Konex; Decky; Karlo; Yzomandias,"czsk hip hop,czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop,czsk hip hop"
19650332,Blinky Blinky,Porsche Boy; Dalyb,czsk hip hop
19650338,Ta Tak Hmm,Porsche Boy,czsk hip hop
19650345,Swajjur,Porsche Boy,czsk hip hop
19650340,Uff,Porsche Boy,czsk hip hop
474179,Cesta,Kryštof,"czech folk,czech pop,czech rock"
19650343,Dengi,Porsche Boy,czsk hip hop
7989854,Modlitba Pro Partu,Tři Sestry,"czech folk,czech punk,czech rock"
474147,Dole V Dole,Kabát,"czech rock,slovak pop,slovak rock"
19774002,Není Limit,Nik Tendo,czsk hip hop
19790447,Mezi prsty (feat. 7krát3),Paulie Garand; DJ Wich; 7krat3,"czsk hip hop,slovak hip hop,czech hip hop,czsk hip hop"
11243059,Prázdnej sex,Ektor,czsk hip hop
19803718,Fénix,Rest,"czsk hip hop,czsk reggae"
19820008,Hraješ Si Na Co,Nik Tendo; Viktor Sheen,"czech hip hop,czsk hip hop,czsk hip hop"
